_timestamp,birth_date,birth_place,college,college_conf,height,high_school,jersey_no,player_id,player_name,position,rookie_year,status,weight
1554866201,1994-08-20,"Mentor, OH, USA",North Carolina,Atlantic Coast Conference,75,Mentor (OH),10,7a1b8f1a-9024-4897-86b0-01c63e00305e,Mitchell Trubisky,QB,2017.0,A01,222.0
1554866201,1990-08-23,"Pocatello, ID, USA",Brigham Young,Independent,74,Highland (ID),7,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,Taysom Hill,QB,2017.0,A01,221.0
1554866201,1991-07-01,"Buffalo, NY",Southern Methodist,American Athletic Conference,76,Lake Travis (TX),3,56073e7b-84ca-4d4a-a2e7-1bfc0277e8d4,Garrett Gilbert,QB,2014.0,A01,230.0
1554866201,1993-11-16,"Franklin, TN, USA",Iowa,Big Ten Conference,74,Battle Ground Academy (TN),3,6608fdbf-6c93-47cc-ad44-9da2fda598ce,C.J. Beathard,QB,2017.0,A01,215.0
1554866201,1994-07-22,"Terre Haute, IN, USA",Louisiana State,Southeastern Conference,75,South Vigo,5,e2104140-4ce0-42a8-8b00-346b4a9258b2,Danny Etling,QB,2018.0,A01,215.0
1554866201,1994-12-28,"Logan, UT, USA",Washington State,Pacific Twelve Conference,76,Logan,4,b88e39e6-3247-4f85-9909-c18d373eaeee,Luke Falk,QB,2018.0,A01,223.0
1554866201,1996-05-21,"Firebaugh, CA, USA",Wyoming,Mountain West Conference,77,Firebaugh,17,3069db07-aa43-4503-ab11-2ae5c0002721,Josh Allen,QB,2018.0,A01,240.0
1554866201,1997-06-05,"Capistrano Beach, CA, USA",Southern California,Pacific Twelve Conference,76,San Clemente,14,13d826c5-9b22-4e0a-a877-02d8c84c546b,Sam Darnold,QB,2018.0,A01,220.0
1554866201,1997-01-17,"Pompano Beach, FL, USA",Louisville,Atlantic Coast Conference,75,Boynton Beach,8,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,Lamar Jackson,QB,2018.0,A01,205.0
1554866201,1995-07-17,"Rock Hill, SC, USA",Oklahoma State,Big Twelve Conference,77,Northwestern,2,be4ca0ad-f3d6-4b98-a37f-79d0cbc06390,Mason Rudolph,QB,2018.0,A01,230.0
1554866201,1995-04-14,"Austin, TX, USA",Oklahoma,Big Twelve Conference,73,Lake Travis,6,30198d30-9769-4e10-ac86-b4c91d940802,Baker Mayfield,QB,2018.0,A01,220.0
1554866201,1995-02-26,"Elizabeth, NJ, USA",Temple,American Athletic Conference,71,Elizabeth (NJ),5,0666e6c6-42d9-40ab-83bd-7bbf81e9ac9c,Phillip Walker,QB,2017.0,A01,216.0
1554866201,1995-02-14,"Destrehan, LA, USA",Nebraska,Big Ten Conference,76,Jesuit,3,ca457f6a-eb43-418a-97a7-4f4304dc5875,Tanner Lee,QB,2018.0,A01,220.0
1554866201,1994-03-26,"Buffalo, NY, USA",Mississippi,Southeastern Conference,74,St. Joseph's (NY),6,878d95f5-22d9-4f20-a3ec-2b5b117a8c5c,Chad Kelly,QB,2017.0,A01,224.0
1554866201,1995-03-25,"Pembroke Pines, FL, USA",Western Kentucky,Conference USA,76,NSU University School,3,f4808328-86e9-459d-a2bc-18e90c7d211e,Mike White,QB,2018.0,A01,225.0
1554866201,1995-03-17,"Exton, PA, USA",Richmond,Colonial Athletic Association,75,Downingtown East,17,d11ad65e-9d24-4157-9f5b-ef8495bcc791,Kyle Lauletta,QB,2018.0,A01,215.0
1554866201,1994-10-03,"Middlefield, CT, USA",Eastern Kentucky,Ohio Valley Conference,76,Xavier,8,d897b70f-29d9-477e-a72a-c9bfbadb70d3,Tim Boyle,QB,2018.0,A01,233.0
1554866201,1996-03-08,"Scottsdale, AZ, USA",Houston,American Athletic Conference,75,Desert Mountain,7,d2023f5b-f73b-43ad-a816-f10dadfdfaed,Kyle Allen,QB,2018.0,A01,211.0
1554866201,1995-03-21,"Hoover, AL, USA",Southern Mississippi,Conference USA,73,Spain Park (AL),4,7738fea8-7ea2-4c4c-b589-bca90b070819,Nick Mullens,QB,2017.0,A01,210.0
1554866201,1997-02-10,"Manhattan Beach, CA, USA",UCLA,Pacific Twelve Conference,76,St. John Bosco,3,5c079a21-ae9e-4b38-a69a-47706fa8dd67,Josh Rosen,QB,2018.0,A01,218.0
1554866201,1994-10-06,"Pacific Palisades, CA, USA",Princeton,Ivy League,76,Harvard Westlake,6,e187574f-622f-4477-a61a-edec81adff2f,Charles Kanoff,QB,2018.0,A01,205.0
